"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"BELÉM","FEMININO",53,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",92.68,1,0.1246258580219,3.48,0.78,"ENS SUPER COMP",5.175,2023-03-20,2023,3,2,419.85
"BELÉM","MASCULINO",56,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",210.55,1,0.229854383971542,2.81,0.53,"ENS MÉDIO COMP",2.12625,2019-05-08,2019,5,4,344.78
"MARITUBA","FEMININO",19,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",252,1,0.0768105927528813,1.64,0.68,"ENS SUPER INCOMP",3.045,2019-09-21,2019,9,7,708.4
"BELÉM","FEMININO",46,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",269.35,1,0.0713097451534122,2.96,0.74,"ENS SUPER INCOMP",4.6875,2022-04-09,2022,4,7,1172.54
"MARITUBA","FEMININO",31,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",313.5,1,0.0754341273056343,2.74,0.62,"ENS MÉDIO COMP",0.605,2015-07-05,2015,7,1,175.36
"BELÉM","FEMININO",29,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",77.34,1,0.0552690316783264,3.07,0.69,"ENS SUPER INCOMP",2.625,2020-06-16,2020,6,3,191.8
"ANANINDEUA","MASCULINO",57,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",94.61,1,0.0651757526211441,2.12,0.61,"ENS MÉDIO COMP",1.925,2019-01-13,2019,1,1,170.25
"BELÉM","FEMININO",30,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",220.89,1,0.0654192106658593,2.67,0.67,"ENS MÉDIO COMP",1.134,2016-10-19,2016,10,4,234.1
"ANANINDEUA","MASCULINO",16,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",300.16,1,0.0861409281706437,2.35,0.56,"ENS MÉDIO COMP",1.75,2019-01-22,2019,1,3,480.03
"ANANINDEUA","MASCULINO",65,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",119.39,3,0.218590309750289,2.8,0.62,"ENS MÉDIO COMP",3.7375,2020-03-27,2020,3,6,1046.04
"MARITUBA","FEMININO",58,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",222.57,1,0.13785939598456,2.2,0.75,"ENS SUPER INCOMP",2.475,2022-07-27,2022,7,4,474.92
"MARITUBA","MASCULINO",33,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",31.98,3,0.113000192060135,2.49,0.51,"ENS MÉDIO COMP",1.05,2016-06-28,2016,6,3,89.35
"BELÉM","FEMININO",58,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",241.46,1,0.189531814558432,3.09,0.74,"ENS SUPER INCOMP",1.98,2021-07-07,2021,7,4,387.48
"ANANINDEUA","FEMININO",53,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5934.01,1,0.0134570463234559,1.87,0.69,"ENS SUPER INCOMP",2.61625,2019-12-13,2019,12,6,15315.93
"ANANINDEUA","FEMININO",55,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",252.21,1,0.023868073830381,2.47,0.65,"ENS MÉDIO COMP",2.8125,2017-04-15,2017,4,7,692.41
"BELÉM","MASCULINO",15,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",311.09,1,0.0848644837271422,3.02,0.62,"ENS MÉDIO COMP",2.7,2022-02-21,2022,2,2,768.66
"MARITUBA","FEMININO",16,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",330.12,1,0.182993428502232,2.17,0.53,"ENS MÉDIO COMP",2.43,2017-05-15,2017,5,2,655.4
"BELÉM","MASCULINO",26,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",307,1,0.0779211132787168,3.19,0.61,"ENS MÉDIO COMP",1.768,2016-11-18,2016,11,6,500.48
"ANANINDEUA","MASCULINO",62,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",71.08,3,0.209221689635888,2.12,0.54,"ENS MÉDIO COMP",0.715,2015-07-17,2015,7,6,120.57
"ANANINDEUA","FEMININO",42,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",242.97,1,0.20100076100789,2.27,0.62,"ENS MÉDIO COMP",4.4,2024-01-14,2024,1,1,854.18
"BELÉM","MASCULINO",46,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",451.91,1,0.0864177764859051,2.99,0.53,"ENS MÉDIO COMP",1.89,2017-06-05,2017,6,2,780.3
"BELÉM","FEMININO",43,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",59.56,3,0.138591373744421,3.32,0.65,"ENS MÉDIO COMP",2.61,2017-09-23,2017,9,7,401.72
"BELÉM","FEMININO",38,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",52.83,2,0.0724247832363471,3.13,0.75,"ENS SUPER INCOMP",1.36,2018-11-13,2018,11,3,133.29
"BELÉM","MASCULINO",72,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",299.39,2,0.0326364994281903,2.87,0.74,"ENS SUPER INCOMP",3.15,2022-10-04,2022,10,3,1824.6
"BELÉM","FEMININO",33,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",281.84,1,0.113316034153104,3.38,0.71,"ENS SUPER INCOMP",1.485,2018-05-20,2018,5,1,371.11
"BELÉM","FEMININO",36,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",54.27,1,0.0134932036930695,3.57,0.84,"ENS SUPER COMP",0.92,2016-12-22,2016,12,5,49.25
"BELÉM","FEMININO",23,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4505.8,1,0.0444917949894443,2.93,0.75,"ENS SUPER INCOMP",2.99,2021-12-31,2021,12,6,12872.93
"MARITUBA","FEMININO",74,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",109.88,1,0.174949830016121,2.36,0.74,"ENS SUPER INCOMP",2.1,2021-06-29,2021,6,3,190.38
"BELÉM","MASCULINO",38,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",38.11,4,0.069815965294838,3.19,0.67,"ENS MÉDIO COMP",1.827,2019-09-18,2019,9,4,259.06
"BELÉM","FEMININO",19,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4841.51,1,0.18332569943741,2.87,0.77,"ENS SUPER COMP",6.9,2024-03-23,2024,3,7,27282.16
"BELÉM","FEMININO",65,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",132.17,1,0.108951467648149,2.46,0.82,"ENS SUPER COMP",3.4125,2022-06-03,2022,6,6,401.89
"BENEVIDES","MASCULINO",49,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4696.47,2,0.105238076760434,1.32,0.56,"ENS MÉDIO COMP",1.65,2018-07-28,2018,7,7,13867.33
"BENEVIDES","MASCULINO",35,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",45.16,3,0.101504327119328,1.84,0.54,"ENS MÉDIO COMP",3.016,2021-09-17,2021,9,6,367.13
"BELÉM","FEMININO",74,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",310.84,1,0.017762978663668,2.78,0.83,"ENS SUPER COMP",2.079,2017-10-08,2017,10,1,634.76
"BELÉM","MASCULINO",32,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",354.5,1,0.105293910810724,3.02,0.63,"ENS MÉDIO COMP",1.134,2018-10-24,2018,10,4,359.67
"BELÉM","MASCULINO",42,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",81.54,2,0.12280447515659,3.26,0.64,"ENS MÉDIO COMP",3.24,2021-05-17,2021,5,2,463.49
"BENEVIDES","FEMININO",72,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",137.59,1,0.147178387641907,1.99,0.86,"ENS SUPER COMP",3.393,2025-09-10,2025,9,4,398.13
"MARITUBA","MASCULINO",33,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",176.95,2,0.0325513278925791,2.67,0.47,"ENS MÉDIO INCOMP",0.45,2015-01-14,2015,1,4,154.07
"BELÉM","FEMININO",21,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",72.55,1,0.144862797018141,3.33,0.7,"ENS SUPER INCOMP",1.1,2016-01-10,2016,1,1,68.24
"BELÉM","MASCULINO",30,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",5204.95,2,0.210488959494978,3.33,0.62,"ENS MÉDIO COMP",1.7325,2019-07-17,2019,7,4,14238.95
"BELÉM","MASCULINO",75,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",207.91,1,0.240249753044918,2.58,0.73,"ENS SUPER INCOMP",0.65,2015-01-23,2015,1,6,102.67
"BELÉM","FEMININO",34,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",119.68,2,0.0389260569866747,2.61,0.74,"ENS SUPER INCOMP",1.632,2017-11-02,2017,11,5,375.43
"ANANINDEUA","MASCULINO",47,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",92.02,2,0.046728731142357,2.73,0.6,"ENS MÉDIO COMP",5.04,2024-10-01,2024,10,3,884.22
"BELÉM","MASCULINO",17,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",327.09,1,0.0231097670365125,2.41,0.52,"ENS MÉDIO COMP",3.6,2024-08-28,2024,8,4,1150.31
"ANANINDEUA","FEMININO",30,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",36.32,1,0.235993316816166,2.66,0.74,"ENS SUPER INCOMP",2.76,2021-03-22,2021,3,2,76.59
"BELÉM","FEMININO",55,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",369.2,1,0.10111399019137,2.96,0.66,"ENS MÉDIO COMP",2.4,2021-08-02,2021,8,2,796.48
"BELÉM","MASCULINO",48,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",143.38,1,0.117788441251032,2.97,0.64,"ENS MÉDIO COMP",3.68,2024-12-05,2024,12,5,465.49
"MARITUBA","FEMININO",42,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",448.85,2,0.0700519563443959,2.49,0.6,"ENS MÉDIO COMP",3.75,2022-08-13,2022,8,7,3130.55
"BELÉM","FEMININO",29,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",115.76,2,0.133962645898573,3.01,0.78,"ENS SUPER COMP",2.9,2020-09-22,2020,9,3,581.46
"BELÉM","MASCULINO",56,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",2952.3,1,0.0887895948439836,2.96,0.6,"ENS MÉDIO COMP",0.36,2015-02-12,2015,2,5,968.46
"BELÉM","MASCULINO",61,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",88.96,1,0.057892024051398,3.33,0.56,"ENS MÉDIO COMP",4.3125,2020-03-07,2020,3,7,361.43
"BELÉM","MASCULINO",31,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",467.71,1,0.0155515080364421,3.32,0.67,"ENS MÉDIO COMP",0.75,2015-08-29,2015,8,7,345.33
"ANANINDEUA","FEMININO",33,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",405.46,1,0.101936573232524,2.8,0.7,"ENS SUPER INCOMP",1.725,2018-12-29,2018,12,7,628.12
"BELÉM","FEMININO",23,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",78.43,1,0.0338134945603088,2.62,0.74,"ENS SUPER INCOMP",2.4375,2017-04-28,2017,4,6,184.71
"ANANINDEUA","MASCULINO",19,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",68.9,1,0.0762913227034733,2.58,0.52,"ENS MÉDIO COMP",2.99,2025-12-18,2025,12,5,190.29
"BELÉM","FEMININO",27,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",366.94,1,0.0785021504340693,3.02,0.68,"ENS SUPER INCOMP",4.95,2023-07-24,2023,7,2,1673.77
"ANANINDEUA","MASCULINO",31,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",50.12,2,0.178618096429855,1.93,0.53,"ENS MÉDIO COMP",3.0375,2017-05-13,2017,5,7,250.09
"BENEVIDES","MASCULINO",16,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",40.06,2,0.114051814842969,1.69,0.48,"ENS MÉDIO INCOMP",2.7,2021-05-18,2021,5,3,191.65
"ANANINDEUA","FEMININO",33,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",164.88,2,0.130568706523627,2.71,0.63,"ENS MÉDIO COMP",3.2175,2025-07-09,2025,7,4,922.47
"BELÉM","MASCULINO",30,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",97.99,2,0.123148478916846,2.97,0.55,"ENS MÉDIO COMP",4.3125,2023-03-28,2023,3,3,741.08
"BELÉM","FEMININO",62,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",220.28,1,0.0893994071055204,2.61,0.73,"ENS SUPER INCOMP",0.625,2015-04-07,2015,4,3,125.37
"BELÉM","MASCULINO",39,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",348.79,1,0.0781260105967522,3.35,0.6,"ENS MÉDIO COMP",2.76,2021-03-22,2021,3,2,887.45
"ANANINDEUA","MASCULINO",47,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",56.41,2,0.0961219590622932,2.38,0.5,"ENS MÉDIO INCOMP",3.375,2020-02-22,2020,2,7,344.17
"ANANINDEUA","MASCULINO",15,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",224.95,1,0.217702227830887,2.21,0.48,"ENS MÉDIO INCOMP",2.1,2021-06-01,2021,6,3,369.55
"BELÉM","MASCULINO",29,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",104.23,2,0.172512414632365,2.95,0.54,"ENS MÉDIO COMP",5.0625,2020-05-30,2020,5,7,873.27
"ANANINDEUA","FEMININO",47,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",249.81,1,0.127761643645354,2.03,0.68,"ENS SUPER INCOMP",3,2022-08-22,2022,8,2,653.68
"BELÉM","MASCULINO",43,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",299.22,1,0.174942945735529,2.85,0.66,"ENS MÉDIO COMP",2.7,2023-02-09,2023,2,5,666.56
"ANANINDEUA","MASCULINO",71,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",77.83,3,0.232872717641294,2.02,0.63,"ENS MÉDIO COMP",0.4,2015-01-15,2015,1,5,71.65
"MARITUBA","MASCULINO",17,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",121.13,1,0.195695176301524,2.41,0.49,"ENS MÉDIO INCOMP",1.856,2021-09-30,2021,9,5,180.82
"MARITUBA","FEMININO",50,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",107.15,3,0.240438357088715,2.46,0.58,"ENS MÉDIO COMP",4.4,2024-07-23,2024,7,3,1074.31
"BELÉM","FEMININO",33,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",172.43,3,0.117713479213417,2.7,0.76,"ENS SUPER COMP",3.36375,2025-12-24,2025,12,4,1535.21
"BELÉM","FEMININO",34,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",2666.78,1,0.140432848408818,2.71,0.65,"ENS MÉDIO COMP",1.725,2018-03-24,2018,3,7,3954.18
"BELÉM","FEMININO",17,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4357.36,1,0.0347158634942025,2.95,0.72,"ENS SUPER INCOMP",3.712,2024-09-12,2024,9,5,15613.01
"ANANINDEUA","FEMININO",48,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",80.01,1,0.1332602056209,2.23,0.72,"ENS SUPER INCOMP",3.96,2024-07-24,2024,7,4,274.62
"ANANINDEUA","FEMININO",35,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",271.59,2,0.0996590373106301,2.24,0.67,"ENS MÉDIO COMP",5.0625,2022-05-14,2022,5,7,2475.8
"BELÉM","MASCULINO",54,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",144.27,2,0.0103499730024487,3.01,0.69,"ENS SUPER INCOMP",2.025,2017-05-16,2017,5,3,578.25
"BELÉM","MASCULINO",26,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",239.87,2,0.211595747806132,3,0.6,"ENS MÉDIO COMP",1.625,2016-04-08,2016,4,6,614.62
"BELÉM","FEMININO",33,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",215.19,1,0.0768763601686805,3.04,0.62,"ENS MÉDIO COMP",0.88,2018-07-19,2018,7,5,174.81
"ANANINDEUA","FEMININO",36,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",100.15,3,0.106532470094971,1.96,0.63,"ENS MÉDIO COMP",4.095,2020-10-23,2020,10,6,1099.27
"BELÉM","MASCULINO",41,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",66.22,2,0.0697004972491413,3.62,0.66,"ENS MÉDIO COMP",2.0475,2019-02-22,2019,2,6,252.27
"ANANINDEUA","MASCULINO",39,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",69.61,1,0.0856113558402285,2.66,0.64,"ENS MÉDIO COMP",2.2275,2017-05-21,2017,5,1,141.78
"BELÉM","MASCULINO",50,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",62.29,1,0.0840402625128627,3.87,0.57,"ENS MÉDIO COMP",1.512,2016-10-10,2016,10,2,86.27
"BELÉM","MASCULINO",23,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",247.01,1,0.13300863946788,2.88,0.62,"ENS MÉDIO COMP",3.125,2022-04-19,2022,4,3,669.24
"BELÉM","MASCULINO",62,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",549.7,2,0.244035859638825,2.95,0.6,"ENS MÉDIO COMP",4.095,2025-06-16,2025,6,2,3403.38
"ANANINDEUA","FEMININO",32,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",147.35,1,0.148755184281617,2.74,0.7,"ENS SUPER INCOMP",2.2,2020-07-23,2020,7,5,275.95
"BELÉM","FEMININO",27,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",125.51,2,0.0896319822687656,3.35,0.64,"ENS MÉDIO COMP",0.5775,2015-06-28,2015,6,1,131.97
"BELÉM","MASCULINO",32,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",101.19,3,0.0637175088888034,3.2,0.59,"ENS MÉDIO COMP",4.74375,2023-12-10,2023,12,1,1348.3
"BELÉM","FEMININO",38,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",349.58,1,0.115970343281515,3.25,0.76,"ENS SUPER COMP",1.89,2017-06-05,2017,6,2,584.08
"ANANINDEUA","MASCULINO",30,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",478.56,1,0.183978325873613,2.1,0.56,"ENS MÉDIO COMP",1.495,2018-12-21,2018,12,6,583.82
"BELÉM","MASCULINO",52,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",133.33,3,0.160100162727758,3.02,0.55,"ENS MÉDIO COMP",0.46,2015-12-24,2015,12,5,154.54
"BELÉM","FEMININO",33,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",134.36,2,0.239389471197501,3.13,0.66,"ENS MÉDIO COMP",4.3875,2025-02-22,2025,2,7,896.77
"ANANINDEUA","MASCULINO",36,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",383.12,2,0.239646286144853,2.38,0.67,"ENS MÉDIO COMP",3.6,2024-02-06,2024,2,3,2097.41
"BELÉM","FEMININO",25,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3780.14,1,0.0307877962151542,2.23,0.72,"ENS SUPER INCOMP",2.856,2019-11-11,2019,11,2,10463.69
"BELÉM","FEMININO",67,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",164.11,3,0.0571308047976345,3.48,0.76,"ENS SUPER COMP",4.5,2023-01-30,2023,1,2,2088.91
"BELÉM","MASCULINO",45,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",135.12,1,0.220344875520095,3.01,0.66,"ENS MÉDIO COMP",1.2,2018-01-22,2018,1,2,126.42
"BELÉM","FEMININO",35,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",186.06,2,0.110344308717176,3.23,0.71,"ENS SUPER INCOMP",2.646,2019-10-07,2019,10,2,875.98
"BELÉM","MASCULINO",18,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",55.02,1,0.0727085834834725,2.99,0.56,"ENS MÉDIO COMP",5.90625,2023-06-10,2023,6,7,301.33
"BELÉM","MASCULINO",65,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",172.48,2,0.108197571430355,3.22,0.75,"ENS SUPER INCOMP",4.225,2025-08-08,2025,8,6,1299.76
"BELÉM","MASCULINO",26,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",316.84,1,0.109985574875027,3.21,0.51,"ENS MÉDIO COMP",1.495,2016-12-30,2016,12,6,421.58
"BELÉM","MASCULINO",69,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",66.2,1,0.106368117686361,2.83,0.73,"ENS SUPER INCOMP",3.75,2022-04-04,2022,4,2,221.84
"ANANINDEUA","FEMININO",27,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",62.56,2,0.227679368201643,3.38,0.68,"ENS SUPER INCOMP",2.99,2025-03-27,2025,3,5,288.93
"BELÉM","FEMININO",23,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",112.52,3,0.0355570201808587,2.86,0.69,"ENS SUPER INCOMP",1.89,2019-02-04,2019,2,2,615.3
"BELÉM","MASCULINO",31,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3802.2,1,0.0293208275269717,3.41,0.43,"ENS MÉDIO INCOMP",1.4175,2019-02-20,2019,2,4,5231.59
"BELÉM","MASCULINO",27,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",38.76,1,0.175997619656846,3.5,0.61,"ENS MÉDIO COMP",5.0625,2020-05-16,2020,5,7,161.69
"BELÉM","MASCULINO",42,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",56.41,3,0.202618886809796,3.21,0.55,"ENS MÉDIO COMP",4,2024-08-20,2024,8,3,539.76
"BELÉM","MASCULINO",60,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",411.52,1,0.171884406125173,2.76,0.61,"ENS MÉDIO COMP",3.28125,2019-04-20,2019,4,7,1118.2
"ANANINDEUA","FEMININO",75,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",379.77,1,0.080922143207863,2.59,0.81,"ENS SUPER COMP",3.915,2023-09-27,2023,9,4,1366.48
"BELÉM","FEMININO",28,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",410.27,1,0.143805195833556,2.97,0.59,"ENS MÉDIO COMP",4.32,2024-02-26,2024,2,2,1517.49
"BELÉM","MASCULINO",27,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",153.95,3,0.153840897325426,2.78,0.51,"ENS MÉDIO COMP",1.96875,2019-04-24,2019,4,4,769.38
"BELÉM","MASCULINO",37,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",142.76,1,0.0609498932026327,2.9,0.55,"ENS MÉDIO COMP",3.7125,2023-07-26,2023,7,4,497.69
"BELÉM","FEMININO",28,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",50.92,1,0.118573000086471,3.56,0.7,"ENS SUPER INCOMP",2.5875,2020-03-18,2020,3,4,116.13
"ANANINDEUA","MASCULINO",18,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",170.85,2,0.0257829135563225,1.87,0.51,"ENS MÉDIO COMP",1.914,2017-09-24,2017,9,1,637.15
"ANANINDEUA","MASCULINO",30,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",177.3,1,0.247642078017816,2.22,0.6,"ENS MÉDIO COMP",1.6,2021-01-14,2021,1,5,213.43
"BELÉM","MASCULINO",26,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",196.28,3,0.0396813035011291,2.85,0.63,"ENS MÉDIO COMP",2.1,2021-06-22,2021,6,3,1187.5
"BELÉM","FEMININO",50,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",170.79,3,0.0424346117954701,2.84,0.68,"ENS SUPER INCOMP",3.51,2025-02-10,2025,2,2,1722.1
"BELÉM","FEMININO",56,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",4134.5,1,0.0921602643607184,3.37,0.77,"ENS SUPER COMP",1.35,2017-08-09,2017,8,4,5067.18
"BELÉM","FEMININO",45,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",43.61,2,0.0622001593932509,3.12,0.74,"ENS SUPER INCOMP",3.77,2025-09-23,2025,9,3,308.37
"BELÉM","FEMININO",58,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",168.16,3,0.179168374324217,2.89,0.73,"ENS SUPER INCOMP",0.945,2016-06-08,2016,6,4,391.32
"BELÉM","MASCULINO",36,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",24.78,3,0.154231447540224,3.03,0.56,"ENS MÉDIO COMP",1.38,2018-12-24,2018,12,2,86.77
"BENEVIDES","FEMININO",58,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",96.53,1,0.0232072458555922,1.9,0.67,"ENS MÉDIO COMP",1.84,2021-12-30,2021,12,5,173.49
"ANANINDEUA","FEMININO",37,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",41.97,3,0.236206254875287,2.99,0.59,"ENS MÉDIO COMP",5.72,2024-07-19,2024,7,6,550.09
"BELÉM","FEMININO",68,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",118.03,2,0.135800648704171,2.77,0.82,"ENS SUPER COMP",2.7,2020-02-10,2020,2,2,550.81
"BELÉM","FEMININO",20,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",258.74,1,0.146653015082702,2.81,0.71,"ENS SUPER INCOMP",3.74,2022-11-13,2022,11,1,825.77
